id,filename,unit,words_in_sintagmas,from_time,to_time
4032,444444,p5,,16.70530612244898,17.336780045351475
4033,555555,10,вот именно тогда,0.0,1.1765079365079365
4034,555555,11,когда ксения федоровна вернулась из больницы,1.1765079365079365,3.8770068027210884
4035,555555,p4,,3.8770068027210884,4.212426303854875
4036,555555,10,жена дмитриева затеяла обмен,4.212426303854875,6.354467120181406
4037,555555,p3,,6.354467120181406,6.685941043083901
4038,555555,12,решила срочно съезжаться со свекровью,6.685941043083901,9.101451247165533
4039,555555,p3,,9.101451247165533,9.305034013605443
4040,555555,13,жившей одиноко,9.305034013605443,10.339818594104308
4041,555555,13,в хорошей,10.339818594104308,11.023628117913832
4042,555555,12a,двадцатиметровой комнате,11.023628117913832,12.52172335600907
4043,555555,01a,на профсоюзной улице,12.52172335600907,13.941133786848072
4044,555555,p6,,13.941133786848072,14.880907029478458
4045,666666,11,разговоры о том чтобы соединиться с матерью,0.0,2.399909297052154
4046,666666,10,дмитриев начинал и сам,2.399909297052154,3.9964172335600905
4047,666666,p3,,3.9964172335600905,4.242721088435374
4048,666666,01b,делал это не раз,4.242721088435374,5.429206349206349
4049,666666,p5,,5.429206349206349,5.9787301587301585
4050,777777,10,но то было давно,0.0,1.1027210884353742
4051,777777,p3,,1.1027210884353742,1.220907029478458
4052,777777,11,во времена когда отношения лены с ксенией федоровной,1.220907029478458,4.4452607709750565
4053,777777,p3,,4.4452607709750565,4.763174603174603
4054,777777,10,еще не отчеканились,4.763174603174603,6.100861678004535
4055,777777,p2,,6.100861678004535,6.156598639455782
4056,777777,11,в формы такой окостеневшей,6.156598639455782,7.978458049886621
4057,777777,10,и прочной вражды,7.978458049886621,9.354603174603175
4058,777777,p3,,9.354603174603175,9.762176870748299
4059,777777,10,что произошло теперь,9.762176870748299,11.0659410430839
4060,777777,p3,,11.0659410430839,11.328253968253968
4061,777777,01a,после четырнадцати лет супружеской жизни дмитриева,11.328253968253968,14.445260770975057
4062,777777,p5,,14.445260770975057,15.597959183673469
4063,888888,02,всегда он наталкивался на твердое [-]сопротивление лены,0.0,2.9383673469387754
4064,888888,p4,,2.9383673469387754,3.098140589569161
4065,888888,11,и с годами,3.098140589569161,3.7689342403628117
4066,888888,01c,идея стала являться все реже,3.7689342403628117,5.594648526077098
4067,888888,p5,,5.594648526077098,6.0508390022675735
4068,999999,01a,и то лишь в минуты раздражения,0.0,1.7903401360544218
4069,999999,p5,,1.7903401360544218,2.4006802721088434
4070,1111110,10,она превратилась в портативное и удобное,0.0,2.537732426303855
4071,1111110,09b,всегда при себе,2.537732426303855,3.615736961451247
4072,1111110,p3,,3.615736961451247,3.9370521541950114
4073,1111110,10,оружие,3.9370521541950114,4.535328798185941
4074,1111110,p3,,4.535328798185941,4.656326530612245
4075,1111110,01a,для мелких семейных стычек,4.656326530612245,6.321632653061225
4076,1111110,p5,,6.321632653061225,7.085487528344671
4077,1222221,11,когда дмитриеву хотелось за что-то [-]уколоть лену,0.0,3.008843537414966
4078,1222221,p3,,3.008843537414966,3.2807256235827666
4079,1222221,11,обвинить ее в эгоизме или в черствости,3.2807256235827666,5.734467120181406
4080,1222221,p4,,5.734467120181406,5.866666666666666
4081,1222221,10,он говорил,5.866666666666666,6.509977324263039
4082,1222221,p4,,6.509977324263039,6.784671201814059
4083,1222221,02a,вот поэтому,6.784671201814059,7.597052154195011
4084,1222221,01a,ты и с [+]матерью моей не хочешь жить,7.597052154195011,9.49424036281179
4085,1222221,p5,,9.49424036281179,10.309977324263038
4086,1333332,12a,когда же потребность съязвить,0.0,1.796734693877551
4087,1333332,12a,или надавить на больное,1.796734693877551,3.221360544217687
4088,1333332,11,возникала у лены,3.221360544217687,4.472698412698413
4089,1333332,p3,,4.472698412698413,4.779773242630386
4090,1333332,12a,она говорила,4.779773242630386,5.641496598639455
4091,1333332,p4,,5.641496598639455,5.800272108843537
4092,1333332,02,вот поэтому,5.800272108843537,6.7870748299319725
4093,1333332,p2,,6.7870748299319725,6.9178231292517
4094,1333332,10,я и с [+]матерью твоей жить не могу,6.9178231292517,8.861541950113379
4095,1333332,p3,,8.861541950113379,8.943628117913832
4096,1333332,10,и никогда не стану,8.943628117913832,10.113560090702947
4097,1333332,p3,,10.113560090702947,10.38281179138322
4098,1333332,11,потому что ты,10.38281179138322,11.288843537414966
4099,1333332,p3,,11.288843537414966,11.500816326530613
4100,1333332,10,вылитая она,11.500816326530613,12.578321995464853
4101,1333332,p4,,12.578321995464853,12.730566893424037
4102,1333332,01a,а с меня хватит одного тебя,12.730566893424037,14.653832199546486
4103,1333332,nouse,,14.653832199546486,19.355736961451246
4104,1444443,02,когда-то все это дергало,0.0,1.5704308390022677
4105,1444443,p3,,1.5704308390022677,1.6504308390022675
4106,1444443,02,[-]мучило дмитриева,1.6504308390022675,2.8411337868480726
4107,1444443,p5,,2.8411337868480726,3.1108390022675736
4108,1555554,12,из-за матери у него бывали жестокие перепалки с женой,0.0,3.0675283446712016
4109,1555554,p4,,3.0675283446712016,3.3768253968253967
4110,1555554,12a,он доходил до дикого озлобления,3.3768253968253967,5.321451247165533
4111,1555554,12a,из-за какого-нибудь ехидного словца,5.321451247165533,7.423401360544218
4112,1555554,12a,сказанного леной,7.423401360544218,8.416598639455783
4113,1555554,p4,,8.416598639455783,8.760317460317461
4114,1555554,12a,из-за жены пускался в тягостные выяснения отношений с матерью,8.760317460317461,12.506757369614512
4115,1555554,p3,,12.506757369614512,12.850113378684807
4116,1555554,01a,после чего мать не разговаривала с ним по нескольку дней,12.850113378684807,15.819818594104309
4117,1555554,p5,,15.819818594104309,16.428616780045353
4118,1666665,02b,он упрямо пытался сводить,0.0,1.7236281179138322
4119,1666665,02b,мирить,1.7236281179138322,2.4029931972789114
4120,1666665,p2,,2.4029931972789114,2.565487528344671
4121,1666665,02b,селил вместе на даче,2.565487528344671,4.063854875283447
4122,1666665,p3,,4.063854875283447,4.378412698412698
4123,1666665,02b,однажды купил обеим путевки на рижское взморье,4.378412698412698,7.080680272108843
4124,1666665,p4,,7.080680272108843,7.367845804988662
4125,1666665,12,но ничего путного из всего этого,7.367845804988662,9.265850340136055
4126,1666665,01a,не выходило,9.265850340136055,10.171655328798186
4127,1666665,p5,,10.171655328798186,10.73297052154195
4128,1777776,11,какая-то преграда,0.0,0.9618140589569161
4129,1777776,10,стояла между двумя женщинами,0.9618140589569161,2.6546485260770973
4130,1777776,p4,,2.6546485260770973,2.7885260770975058
4131,1777776,12,и [-]преодолеть ее,2.7885260770975058,3.9635374149659865
4132,1777776,01a,они не могли,3.9635374149659865,4.842585034013606
4133,1777776,p5,,4.842585034013606,5.708934240362812
4134,1888887,11,почему так было,0.0,0.8364625850340136
4135,1888887,10,он не понимал,0.8364625850340136,1.6988662131519274
4136,1888887,01b,хотя раньше задумывался часто,1.6988662131519274,3.806031746031746
4137,1888887,p5,,3.806031746031746,4.202902494331066
4138,1999998,12a,почему две интеллигентные,0.0,1.7868480725623583
4139,1999998,p3,,1.7868480725623583,1.8112925170068028
4140,1999998,11,всеми уважаемые женщины,1.8112925170068028,3.6107936507936507
4141,1999998,p3,,3.6107936507936507,3.936462585034014
4142,1999998,09a,ксения федоровна работала старшим библиографом,3.936462585034014,6.511428571428572
4143,1999998,09,одной крупной академической библиотеки,6.511428571428572,8.770385487528344
4144,1999998,p4,,8.770385487528344,9.068163265306122
4145,1999998,10,а лена занималась переводами английских технических текстов,9.068163265306122,12.273786848072563
4146,1999998,p4,,12.273786848072563,12.64748299319728
4147,1999998,11,и как говорили,12.64748299319728,13.46063492063492
4148,1999998,10,была отличной переводчицей,13.46063492063492,15.010385487528344
4149,1999998,p3,,15.010385487528344,15.267936507936508
4150,1999998,02,даже участвовала в составлении какого-то специального [-]учебника по переводу,15.267936507936508,19.31138321995465
4151,1999998,p4,,19.31138321995465,19.71922902494331
4152,1999998,11,почему две хорошие женщины,19.71922902494331,21.661541950113378
4153,1999998,p3,,21.661541950113378,21.923038548752835
4154,1999998,11,горячо любившие дмитриева,21.923038548752835,23.55832199546485
4155,1999998,p3,,23.55832199546485,23.8312925170068
4156,1999998,09a,[+]тоже хорошего человека,23.8312925170068,25.327573696145123
4157,1999998,p3,,25.327573696145123,25.521133786848072
4158,1999998,11,и его дочь наташку,25.521133786848072,26.810793650793652
4159,1999998,p3,,26.810793650793652,27.173015873015874
4160,1999998,12,упорно лелеяли в себе твердевшую с годами,27.173015873015874,29.95968253968254
4161,1999998,01c,взаимную неприязнь,29.95968253968254,31.347392290249434
4162,1999998,p6,,31.347392290249434,33.39532879818594
4163,2111109,12,мучился,0.0,0.7825850340136055
4164,2111109,12,изумлялся,0.7825850340136055,1.81124716553288
4165,2111109,p2,,1.81124716553288,1.9271655328798185
4166,2111109,12a,ломал себе голову,1.9271655328798185,3.0574603174603174
4167,2111109,01b,но потом привык,3.0574603174603174,4.11469387755102
4168,2111109,p5,,4.11469387755102,4.5967800453514736
4169,2222220,11,привык оттого что увидел,0.0,1.5119727891156463
4170,2222220,12,что то же у всех,1.5119727891156463,2.697142857142857
4171,2222220,p4,,2.697142857142857,2.9993197278911565
4172,2222220,01a,и все привыкли,2.9993197278911565,4.111700680272109
4173,2222220,p5,,4.111700680272109,4.707800453514739
4174,2333331,11,и [+]успокоился на той истине,0.0,1.8403174603174604
4175,2333331,p2,,1.8403174603174604,1.9656689342403628
4176,2333331,11,что нет в жизни ничего более мудрого и ценного,1.9656689342403628,4.851111111111111
4177,2333331,p3,,4.851111111111111,4.993424036281179
4178,2333331,10,чем покой,4.993424036281179,5.751519274376418
4179,2333331,p4,,5.751519274376418,6.212380952380952
4180,2333331,01a,и [+]его то нужно беречь изо всех сил,6.212380952380952,8.68013605442177
4181,2333331,p5,,8.68013605442177,9.356371882086167
4182,2444442,11,поэтому когда лена вдруг заговорила об обмене с маркушевичами,0.0,3.5802267573696147
4183,2444442,p3,,3.5802267573696147,3.7801814058956915
4184,2444442,09,поздним вечером,3.7801814058956915,4.697369614512471
4185,2444442,09b,давно отужинали,4.697369614512471,5.678049886621316
4186,2444442,09b,наташка спала,5.678049886621316,6.620544217687075
4187,2444442,p3,,6.620544217687075,7.046938775510204
4188,2444442,01a,дмитриев испугался,7.046938775510204,8.396689342403628
4189,2444442,p5,,8.396689342403628,8.779002267573697
4190,2555553,03a,кто такие маркушевичи,0.0,1.393968253968254
4191,2555553,p5,,1.393968253968254,1.6473015873015873
4192,2666664,03a,откуда она их взяла,0.0,1.265034013605442
4193,2666664,p5,,1.265034013605442,2.2480725623582765
4194,2777775,11,двухкомнатная квартира,0.0,1.2571428571428571
4195,2777775,01b,на малой грузинской,1.2571428571428571,2.4604535147392292
4196,2777775,p5,,2.4604535147392292,2.841859410430839
4197,2888886,10,он понял тайную и простую [-]мысль лены,0.0,2.6266666666666665
4198,2888886,p4,,2.6266666666666665,2.961904761904762
4199,2888886,11,от этого понимания,2.961904761904762,4.029614512471655
4200,2888886,10,испуг проник в его сердце,4.029614512471655,5.710249433106576
4201,2888886,p4,,5.710249433106576,5.98702947845805
4202,2888886,10,и он побледнел,5.98702947845805,6.947619047619048
4203,2888886,p2,,6.947619047619048,7.108707482993197
4204,2888886,10,сник,7.108707482993197,7.614149659863946
4205,2888886,p2,,7.614149659863946,7.955328798185941
4206,2888886,01a,не мог поднять глаз на лену,7.955328798185941,9.506530612244898
4207,2888886,p6,,9.506530612244898,10.734512471655329
4208,2999997,11,так как он молчал,0.0,1.0487528344671202
4209,2999997,10,лена продолжала,1.0487528344671202,2.0621315192743763
4210,2999997,p4,,2.0621315192743763,2.3769614512471655
4211,2999997,12,материнская комната на профсоюзной,2.3769614512471655,4.366893424036281
4212,2999997,10,им понравится наверняка,4.366893424036281,5.722312925170068
4213,2999997,p4,,5.722312925170068,6.052607709750567
4214,2999997,12,она их устроит географически,6.052607709750567,7.869659863945579
4215,2999997,p3,,7.869659863945579,7.952108843537415
4216,2999997,12,потому что жена маркушевича,7.952108843537415,9.408027210884354
4217,2999997,10,работает где-то возле калужской заставы,9.408027210884354,11.523537414965986
4218,2999997,p4,,11.523537414965986,11.902630385487528
4219,2999997,11,а вот к их [-]собственной комнате,11.902630385487528,13.461995464852608
4220,2999997,01a,потребуется наверно доплата,13.461995464852608,15.22517006802721
4221,2999997,p5,,15.22517006802721,15.57578231292517
4222,3111108,01c,иначе не заинтересуешь,0.0,1.3382766439909297
4223,3111108,p5,,1.3382766439909297,1.8360997732426303
4224,3222219,13,можно конечно попробовать обменять их комнату,0.0,2.3624489795918366
4225,3222219,02,на что-то более стоящее,2.3624489795918366,3.8236281179138323
4226,3222219,02,будет [-]тройной обмен,3.8236281179138323,5.252063492063492
4227,3222219,p4,,5.252063492063492,5.54766439909297
4228,3222219,01a,это не страшно,5.54766439909297,6.41328798185941
4229,3222219,p5,,6.41328798185941,6.9937868480725625
4230,3333330,01c,надо действовать энергично,0.0,1.573424036281179
4231,3333330,p5,,1.573424036281179,1.9956916099773243
4232,3444441,01a,каждый день что-то делать,0.0,1.5370975056689342
4233,3444441,p5,,1.5370975056689342,1.9945124716553289
4234,3555552,01a,лучше всего найти маклера,0.0,1.7634920634920634
4235,3555552,p5,,1.7634920634920634,2.1327891156462586
4236,3666663,10,у люси есть знакомый маклер,0.0,1.796689342403628
4237,3666663,p4,,1.796689342403628,1.901904761904762
4238,3666663,01a,старичок очень милый,1.901904761904762,3.194875283446712
4239,3666663,p5,,3.194875283446712,3.7065759637188207
4240,3777774,10,он правда никому не дает своего адреса и телефона,0.0,2.866394557823129
4241,3777774,p4,,2.866394557823129,3.14562358276644
4242,3777774,12a,а появляется сам,3.14562358276644,4.241043083900227
4243,3777774,10,как [-]снег на голову,4.241043083900227,5.314149659863945
4244,3777774,p3,,5.314149659863945,5.662857142857143
4245,3777774,09,такой конспиратор,5.662857142857143,6.749977324263039
4246,3777774,p4,,6.749977324263039,7.084263038548753
4247,3777774,10,но у люси он должен скоро появиться,7.084263038548753,9.2340589569161
4248,3777774,p4,,9.2340589569161,9.533061224489796
4249,3777774,01a,она ему задолжала,9.533061224489796,10.95156462585034
4250,3777774,p5,,10.95156462585034,11.962630385487529
4251,3888885,10,это закон,0.0,0.8201360544217687
4252,3888885,p4,,0.8201360544217687,1.0000907029478459
4253,3888885,01c,никогда нельзя давать им деньги вперед,1.0000907029478459,3.293968253968254
4254,3888885,p6,,3.293968253968254,4.010612244897959
4255,3999996,11,разговаривая,0.0,0.9054875283446712
4256,3999996,p3,,0.9054875283446712,1.0165079365079366
4257,3999996,01a,лена стелила постель,1.0165079365079366,2.396326530612245
4258,3999996,p5,,2.396326530612245,3.022222222222222
4259,4111107,10,он никак не мог посмотреть ей в глаза,0.0,2.356281179138322
4260,4111107,p4,,2.356281179138322,2.7899773242630386
4261,4111107,02,теперь он [-]хотел этого,2.7899773242630386,4.081179138321995
4262,4111107,p4,,4.081179138321995,4.296054421768708
4263,4111107,12,но лена стояла к нему то боком,4.296054421768708,6.217233560090703
4264,4111107,12,то спиной,6.217233560090703,6.973786848072562
4265,4111107,p2,,6.973786848072562,7.434739229024943
4266,4111107,11,когда же она повернулась,7.434739229024943,8.759501133786848
4267,4111107,11,и он взглянул ей прямо в глаза,8.759501133786848,10.818730158730158
4268,4111107,p3,,10.818730158730158,11.203718820861678
4269,4111107,11,близорукие,11.203718820861678,12.077823129251701
4270,4111107,p2,,12.077823129251701,12.210068027210884
4271,4111107,11,с расширенными от вечернего чтения зрачками,12.210068027210884,14.878321995464853
4272,4111107,p3,,14.878321995464853,15.304444444444444
4273,4111107,01a,увидел,15.304444444444444,15.87156462585034
4274,4111107,01a,решимость,15.87156462585034,16.738866213151926
4275,4111107,p5,,16.738866213151926,17.45873015873016
4276,4222218,10,наверно готовилась к разговору давно,0.0,1.894421768707483
4277,4222218,p3,,1.894421768707483,2.183809523809524
4278,4222218,10,может с первого дня,2.183809523809524,3.5398639455782313
4279,4222218,01c,как узнала о болезни матери,3.5398639455782313,5.100589569160998
4280,4222218,p5,,5.100589569160998,5.663990929705215
4281,4333329,01a,тогда же ее и осенило,0.0,1.5204081632653061
4282,4333329,p5,,1.5204081632653061,2.0378684807256238
4283,4444440,12a,и пока он,0.0,0.6999092970521542
4284,4444440,12a,подавленный ужасом,0.6999092970521542,1.96702947845805
4285,4444440,12a,носился по врачам,1.96702947845805,3.233832199546485
4286,4444440,p2,,3.233832199546485,3.521360544217687
4287,4444440,02b,звонил в больницы,3.521360544217687,4.717006802721088
4288,4444440,p2,,4.717006802721088,4.805351473922903
4289,4444440,02b,устраивал,4.805351473922903,5.614467120181406
4290,4444440,p2,,5.614467120181406,5.693922902494331
4291,4444440,02b,терзался,5.693922902494331,6.430975056689342
4292,4444440,p2,,6.430975056689342,6.813469387755102
4293,4444440,12a,она обдумывала,6.813469387755102,8.000181405895692
4294,4444440,p2,,8.000181405895692,8.13156462585034
4295,4444440,01a,соображала,8.13156462585034,8.98843537414966
4296,4444440,p5,,8.98843537414966,9.617142857142857
4297,4555551,01a,и вот нашла каких-то маркушевичей,0.0,2.1584580498866215
4298,4555551,p5,,2.1584580498866215,2.9782312925170067
4299,4666662,10,странно но,0.0,0.6400453514739229
4300,4666662,11,он ни испытывал сейчас,0.6400453514739229,1.9499319727891156
4301,4666662,01a,ни гнева ни боли,1.9499319727891156,3.1179138321995463
4302,4666662,p5,,3.1179138321995463,3.5258049886621317
4303,4777773,12a,[-]мелькнуло только,0.0,1.0219954648526077
4304,4777773,01b,о [+]беспощадности жизни,1.0219954648526077,2.8820408163265308
4305,4777773,p5,,2.8820408163265308,3.4286167800453513
4306,4888884,10,лена тут ни при чем,0.0,1.214875283446712
4307,4888884,p4,,1.214875283446712,1.363628117913832
4308,4888884,02,она была [-]частью этой жизни,1.363628117913832,2.958775510204082
4309,4888884,p3,,2.958775510204082,3.355374149659864
4310,4888884,01c,частью беспощадности,3.355374149659864,4.8861678004535145
4311,4888884,p5,,4.8861678004535145,5.494331065759638
4312,4999995,11,[-]кроме того,0.0,0.7643083900226757
4313,4999995,p3,,0.7643083900226757,0.8195918367346938
4314,4999995,11,можно ли сердиться на человека,0.8195918367346938,2.6863038548752836
4315,4999995,p3,,2.6863038548752836,2.9091609977324264
4316,4999995,11,[-]лишенного к примеру,2.9091609977324264,4.162630385487528
4317,4999995,p2,,4.162630385487528,4.3769614512471655
4318,4999995,01a,музыкального слуха,4.3769614512471655,5.606077097505669
4319,4999995,p5,,5.606077097505669,6.386984126984127
4320,5111106,12a,лену всегда отличала некоторая душевная,0.0,2.885260770975057
4321,5111106,p3,,2.885260770975057,3.3446258503401363
4322,5111106,02,нет не глухота,3.3446258503401363,4.560544217687075
4323,5111106,p2,,4.560544217687075,4.794557823129252
4324,5111106,09a,чересчур сильно,4.794557823129252,5.767619047619047
4325,5111106,p2,,5.767619047619047,6.389206349206349
4326,5111106,10,некоторая душевная неточность,6.389206349206349,8.382585034013605
4327,5111106,p3,,8.382585034013605,8.81047619047619
4328,5111106,11,и это свойство [+]еще обострялось,8.81047619047619,10.772471655328799
4329,5111106,p3,,10.772471655328799,11.129795918367346
4330,5111106,02,когда вступало в действие другое,11.129795918367346,13.009886621315193
4331,5111106,p3,,13.009886621315193,13.198775510204081
4332,5111106,10,[+]сильнейшее качество лены,13.198775510204081,14.800045351473923
4333,5111106,p3,,14.800045351473923,15.112426303854875
4334,5111106,01a,умение добиваться своего,15.112426303854875,16.802721088435373
4335,5111106,p6,,16.802721088435373,18.83532879818594
4336,5222217,10,он зацепился за то что было вблизи,0.0,2.431201814058957
4337,5222217,p4,,2.431201814058957,2.566848072562358
4338,5222217,03a,зачем нужен маклер,2.566848072562358,3.8369614512471655
4339,5222217,11,если квартира на малой грузинской,3.8369614512471655,6.130748299319728
4340,5222217,01c,уже найдена,6.130748299319728,6.988072562358276
4341,5222217,p5,,6.988072562358276,7.697959183673469
4342,5333328,01a,маклер нужен если придется менять их комнату,0.0,2.978956916099773
4343,5333328,p5,,2.978956916099773,3.4062585034013604
4344,5444439,10,и вообще,0.0,0.5049886621315193
4345,5444439,01a,чтоб ускорить весь процесс,0.5049886621315193,2.113514739229025
4346,5444439,p5,,2.113514739229025,2.597823129251701
4347,5555550,12a,она не заплатит ему ни копейки,0.0,1.7980498866213153
4348,5555550,11,до тех пор,1.7980498866213153,2.3791836734693876
4349,5555550,01a,пока не получит ордер на руки,2.3791836734693876,4.4399092970521545
4350,5555550,p5,,4.4399092970521545,4.95328798185941
4351,5666661,10,стоит это не так уж дорого,0.0,1.5132879818594105
4352,5666661,p3,,1.5132879818594105,1.6555555555555554
4353,5666661,10,рублей сто,1.6555555555555554,2.479863945578231
4354,5666661,p3,,2.479863945578231,2.6498866213151926
4355,5666661,01a,максимум полтораста,2.6498866213151926,4.053696145124716
4356,5666661,p5,,4.053696145124716,4.771609977324263
4357,5777772,01a,так и есть,0.0,0.9138321995464853
4358,5777772,p5,,0.9138321995464853,1.0973242630385487
4359,5888883,12a,его мрачность,0.0,0.833015873015873
4360,5888883,01a,она расценила по своему,0.833015873015873,2.321451247165533
4361,5888883,p5,,2.321451247165533,3.0017687074829933
4362,5999994,05,какая тонкая душа,0.0,1.4931519274376417
4363,5999994,p4,,1.4931519274376417,1.6262131519274377
4364,5999994,05,какой психолог,1.6262131519274377,2.728027210884354
4365,5999994,p5,,2.728027210884354,3.3331972789115647
4366,6111105,10,он сказал что лучше бы она подождала,0.0,1.9975056689342403
4367,6111105,10,пока он начнет этот разговор сам,1.9975056689342403,4.157414965986394
4368,6111105,p4,,4.157414965986394,4.5095238095238095
4369,6111105,11,а не начнет,4.5095238095238095,5.302721088435374
4370,6111105,02,значит не нужно,5.302721088435374,6.2575056689342405
4371,6111105,p2,,6.2575056689342405,6.450068027210884
4372,6111105,02,нельзя,6.450068027210884,6.989795918367347
4373,6111105,p2,,6.989795918367347,7.228117913832199
4374,6111105,01c,не об [+]этом сейчас надо думать,7.228117913832199,8.879591836734694
4375,6111105,p6,,8.879591836734694,9.88204081632653
4376,6222216,04a,витя,0.0,0.353015873015873
4377,6222216,01a,я понимаю,0.353015873015873,1.1030385487528345
4378,6222216,p5,,1.1030385487528345,1.2673469387755103
4379,6333327,02,[-]прости меня,0.0,0.7550113378684807
4380,6333327,01b,сказала лена с усилием,0.7550113378684807,2.1897959183673468
4381,6333327,p5,,2.1897959183673468,2.1897959183673468
4382,6444438,10,но  он видел,0.0,1.8653061224489795
4383,6444438,11,что ей очень трудно,1.8653061224489795,2.894875283446712
4384,6444438,10,и все-таки она договорит до конца,2.894875283446712,4.886757369614513
4385,6444438,p4,,4.886757369614513,5.3599092970521545
4386,6444438,10,во-первых ты уже [-]начинал этот разговор,5.3599092970521545,7.39968253968254
4387,6444438,11,[-]правда же,7.39968253968254,7.9452154195011335
4388,6444438,p5,,7.9452154195011335,8.274648526077097
4389,6555549,01b,много раз начинал,0.0,1.2301587301587302
4390,6555549,p5,,1.2301587301587302,1.7131972789115646
4391,6666660,10,а во-вторых это нужно всем нам,0.0,1.7937414965986394
4392,6666660,12a,и в [-]первую очередь,1.7937414965986394,2.8702494331065758
4393,6666660,01c,твоей маме,2.8702494331065758,3.545487528344671
4394,6666660,p5,,3.545487528344671,4.1899319727891156
4395,6777771,04a,витька,0.0,0.5109297052154195
4396,6777771,04a,[-]родной мой,0.5109297052154195,1.3156009070294785
4397,6777771,p3,,1.3156009070294785,1.4390476190476191
4398,6777771,11,я же тебя понимаю,1.4390476190476191,2.5253061224489795
4399,6777771,10,и [+]жалею как никто,2.5253061224489795,3.8247619047619046
4400,6777771,p4,,3.8247619047619046,4.195646258503402
4401,6777771,10,я говорю,4.195646258503402,4.987936507936508
4402,6777771,p4,,4.987936507936508,5.080453514739229
4403,6777771,01b,это нужно,5.080453514739229,5.928072562358277
4404,6777771,p5,,5.928072562358277,6.166031746031746
4405,6888882,01a,поверь,0.0,0.40984126984126984
4406,6888882,p6,,0.40984126984126984,2.6565986394557823
4407,6999993,01a,она [-]обняла его,0.0,1.0296145124716554
4408,6999993,p5,,1.0296145124716554,1.4303854875283446
4409,7111104,01a,ее руки стискивали его все сильнее,0.0,2.2166893424036282
4410,7111104,p5,,2.2166893424036282,2.6281632653061227
4411,7222215,10,он знал,0.0,0.7288888888888889
4412,7222215,p3,,0.7288888888888889,0.9769614512471655
4413,7222215,11,эта внезапная любовь,0.9769614512471655,2.2314739229024942
4414,7222215,01c,неподдельна,2.2314739229024942,3.1277551020408163
4415,7222215,p5,,3.1277551020408163,3.630702947845805
4416,7333326,11,но почувствовал раздражение,0.0,1.8169614512471655
4417,7333326,p3,,1.8169614512471655,1.9390022675736962
4418,7333326,01a,и отодвинул лену локтем,1.9390022675736962,3.524716553287982
4419,7333326,p6,,3.524716553287982,4.468299319727891
4420,7444437,10,ты не должна была сейчас начинать,0.0,2.097687074829932
4421,7444437,p4,,2.097687074829932,2.3892063492063493
4422,7444437,01a,повторил он угрюмо,2.3892063492063493,3.510068027210884
4423,7444437,p5,,3.510068027210884,4.402222222222222
4424,7555548,10,ну хорошо,0.0,0.6814965986394558
4425,7555548,01b,ну [-]извини меня,0.6814965986394558,1.7459863945578231
4426,7555548,p5,,1.7459863945578231,2.0596371882086166
4427,7666659,12a,но я же забочусь не о себе,0.0,1.612562358276644
4428,7666659,01b,[-]правда же,1.612562358276644,2.3259410430839003
4429,7666659,p5,,2.3259410430839003,2.989931972789116
4430,7777770,02,замолчи,0.0,0.8931065759637188
4431,7777770,p4,,0.8931065759637188,1.060045351473923
4432,7777770,01a,почти крикнул он шепотом,1.060045351473923,2.783764172335601
4433,7777770,p6,,2.783764172335601,3.9624943310657597
4434,7888881,12,лена отошла к тахте,0.0,1.3092970521541951
4435,7888881,01b,и продолжала раскладывать постель молча,1.3092970521541951,3.6966893424036282
4436,7888881,p5,,3.6966893424036282,4.188163265306122
